Wed Jan 11 12:29:57 2012 : [43472] Karlam: -> oedit 43477: v1 4
Wed Jan 11 12:30:07 2012 : [43472] Karlam: -> oedit 43477: v2 25
Wed Jan 11 12:30:21 2012 : [43472] Karlam: -> oedit 43477: v3 3
Wed Jan 11 12:31:23 2012 : [43472] Karlam: -> oedit 43472: v4 two
Wed Jan 11 12:31:30 2012 : [43472] Karlam: -> oedit 43472: v4 pri
Wed Jan 11 12:32:30 2012 : [43472] Karlam: -> opedit str_skrzynia: code
Wed Jan 11 12:34:00 2012 : [43472] Karlam: -> opedit str_skrzynia: code
Wed Jan 11 15:36:17 2012 : [  584] Gurthg: -> oedit  3711: v2 4
Wed Jan 11 19:30:53 2012 : [    9] Karlam: -> aedit    82: builder Wicia
Wed Jan 11 19:31:22 2012 : [    9] Karlam: -> aedit    84: builder Wicia
Wed Jan 11 19:33:42 2012 : [    9] Karlam: -> aedit   105: credits
Wed Jan 11 19:34:08 2012 : [    9] Karlam: -> aedit   105: builder Seinar
Wed Jan 11 19:34:14 2012 : [    9] Karlam: -> aedit   105: builder Athlar
Wed Jan 11 19:34:51 2012 : [    9] Karlam: -> aedit   108: credit
Wed Jan 11 19:36:19 2012 : [    9] Karlam: -> aedit   108: builde Krivin
Wed Jan 11 19:37:33 2012 : [    9] Karlam: -> aedit   123: credits
Wed Jan 11 19:37:55 2012 : [    9] Karlam: -> aedit   123: builder Deggial
Wed Jan 11 19:38:00 2012 : [    9] Karlam: -> aedit   123: builder Furgas
Wed Jan 11 19:38:03 2012 : [    9] Karlam: -> aedit   123: builder Tanon
Wed Jan 11 19:38:07 2012 : [    9] Karlam: -> aedit   123: builder Wicia
Wed Jan 11 19:38:14 2012 : [    9] Karlam: -> aedit   123: credit
Wed Jan 11 19:40:19 2012 : [    9] Karlam: -> aedit   133: credit
Wed Jan 11 19:41:06 2012 : [    9] Karlam: -> aedit   133: builder Feerial Todo Loop
Wed Jan 11 19:41:14 2012 : [    9] Karlam: -> aedit   133: builder Todo
Wed Jan 11 19:41:18 2012 : [    9] Karlam: -> aedit   133: builder Loop
Wed Jan 11 19:41:49 2012 : [    9] Karlam: -> aedit   136: builder Wicia
Wed Jan 11 19:44:17 2012 : [    9] Karlam: -> aedit   147: builder Seinar
Wed Jan 11 19:44:20 2012 : [    9] Karlam: -> aedit   147: builder Rewan
Wed Jan 11 19:44:29 2012 : [    9] Karlam: -> aedit   147: builder Seinar_Rewan
Wed Jan 11 19:44:39 2012 : [    9] Karlam: -> aedit   147: builder Seinar_Rewan
Wed Jan 11 19:44:41 2012 : [    9] Karlam: -> aedit   147: builder Seinar_Rewan
Wed Jan 11 19:45:30 2012 : [    9] Karlam: -> aedit   152: builder Athlar
Wed Jan 11 19:45:39 2012 : [    9] Karlam: -> aedit   152: builder _Athlar
Wed Jan 11 19:47:19 2012 : [    9] Karlam: -> aedit   168: builde Brohacz
Wed Jan 11 19:47:25 2012 : [    9] Karlam: -> aedit   168: builde _Brohacz
Wed Jan 11 19:47:50 2012 : [    9] Karlam: -> aedit   168: builde _Brohacz
Wed Jan 11 19:47:54 2012 : [    9] Karlam: -> aedit   168: builde Brohacz_
Wed Jan 11 19:48:04 2012 : [    9] Karlam: -> aedit   168: builde Brohacz_
Wed Jan 11 19:48:37 2012 : [    9] Karlam: -> aedit   168: builde Brohacz_
Wed Jan 11 19:48:45 2012 : [    9] Karlam: -> aedit   168: builde Brohacz_
Wed Jan 11 19:50:56 2012 : [    9] Karlam: -> aedit   181: builder Wicia
Wed Jan 11 19:50:58 2012 : [    9] Karlam: -> aedit   181: builder Wicia_
Wed Jan 11 19:51:22 2012 : [    9] Karlam: -> aedit   184: builder Brohacz
Wed Jan 11 19:51:25 2012 : [    9] Karlam: -> aedit   184: builder Brohacz_
Wed Jan 11 19:52:01 2012 : [    9] Karlam: -> aedit   186: builder Brohacz
Wed Jan 11 19:52:04 2012 : [    9] Karlam: -> aedit   186: builder Brohacz_
Wed Jan 11 19:52:30 2012 : [    9] Karlam: -> aedit   190: builde Wicia
Wed Jan 11 19:52:33 2012 : [    9] Karlam: -> aedit   190: builde Wicia_
Wed Jan 11 19:52:55 2012 : [    9] Karlam: -> aedit   191: builder Brohacz
Wed Jan 11 19:52:57 2012 : [    9] Karlam: -> aedit   191: builder Brohacz_
Wed Jan 11 19:54:55 2012 : [    9] Karlam: -> aedit   205: builder Khannan
Wed Jan 11 19:55:14 2012 : [    9] Karlam: -> aedit   205: builder Athlar
Wed Jan 11 19:55:22 2012 : [    9] Karlam: -> aedit   205: builder Seinar
Wed Jan 11 19:55:29 2012 : [    9] Karlam: -> aedit   205: builder Krivin
Wed Jan 11 19:55:38 2012 : [    9] Karlam: -> aedit   205: builder Redian
Wed Jan 11 19:55:53 2012 : [    9] Karlam: -> aedit   205: credit
Wed Jan 11 19:56:56 2012 : [    9] Karlam: -> aedit   206: build Wicia
Wed Jan 11 19:57:00 2012 : [    9] Karlam: -> aedit   206: build Wicia_
Wed Jan 11 19:57:19 2012 : [    9] Karlam: -> aedit   207: build Ayden
Wed Jan 11 19:57:22 2012 : [    9] Karlam: -> aedit   207: build Ayden_
Wed Jan 11 20:00:25 2012 : [    9] Karlam: -> aedit   235: builder Wicia
Wed Jan 11 20:01:32 2012 : [    9] Karlam: -> aedit   237: builder Sprawdz
Wed Jan 11 20:01:41 2012 : [    9] Karlam: -> aedit   237: builder Athlar
Wed Jan 11 20:01:45 2012 : [    9] Karlam: -> aedit   237: builder Seinar
Wed Jan 11 20:01:48 2012 : [    9] Karlam: -> aedit   237: credit
Wed Jan 11 20:02:40 2012 : [    9] Karlam: -> aedit   238: builder wicia
Wed Jan 11 20:02:45 2012 : [    9] Karlam: -> aedit   238: builder Wicia_
Wed Jan 11 20:03:30 2012 : [    9] Karlam: -> aedit   241: build Brohacz
Wed Jan 11 20:03:37 2012 : [    9] Karlam: -> aedit   241: build Btoh
Wed Jan 11 20:03:39 2012 : [    9] Karlam: -> aedit   241: build Brohacz_
Wed Jan 11 20:03:57 2012 : [    9] Karlam: -> aedit   242: build Wicia
Wed Jan 11 20:04:01 2012 : [    9] Karlam: -> aedit   242: build Wicia_trakt
Wed Jan 11 20:04:21 2012 : [    9] Karlam: -> aedit   243: builder Wicia
Wed Jan 11 20:04:24 2012 : [    9] Karlam: -> aedit   243: builder Wicia_trakt
Wed Jan 11 20:05:26 2012 : [    9] Karlam: -> aedit   251: builder Wicia
Wed Jan 11 20:05:28 2012 : [    9] Karlam: -> aedit   251: builder Wicia_
Wed Jan 11 20:05:50 2012 : [    9] Karlam: -> aedit   252: builder Wicia_
Wed Jan 11 20:05:53 2012 : [    9] Karlam: -> aedit   252: builder Wicia_F
Wed Jan 11 20:05:59 2012 : [    9] Karlam: -> aedit   252: builder Wicia_
Wed Jan 11 20:06:01 2012 : [    9] Karlam: -> aedit   252: builder Wicia
Wed Jan 11 20:06:29 2012 : [    9] Karlam: -> aedit   251: build Wicia_
Wed Jan 11 20:06:31 2012 : [    9] Karlam: -> aedit   251: build Wicia_f
Wed Jan 11 20:06:41 2012 : [    9] Karlam: -> aedit   252: build Wicia_f
Wed Jan 11 20:06:42 2012 : [    9] Karlam: -> aedit   252: build Wicia
Wed Jan 11 20:07:58 2012 : [    9] Karlam: -> aedit   260: builder Brohacz
Wed Jan 11 20:08:06 2012 : [    9] Karlam: -> aedit   260: builder Brohacz_silea
Wed Jan 11 20:08:49 2012 : [    9] Karlam: -> aedit   263: builder Xlaszlo
Wed Jan 11 20:08:56 2012 : [    9] Karlam: -> aedit   263: builder Xlaszlo_f
Wed Jan 11 20:16:37 2012 : [    9] Karlam: -> aedit   272: builder Wicia
Wed Jan 11 20:16:41 2012 : [    9] Karlam: -> aedit   272: builder Wicia_f
Wed Jan 11 20:22:05 2012 : [    9] Karlam: -> aedit   315: builder Khannan
Wed Jan 11 20:22:10 2012 : [    9] Karlam: -> aedit   315: builder Seinar
Wed Jan 11 20:22:34 2012 : [    9] Karlam: -> aedit   317: builder Wicia
Wed Jan 11 20:22:37 2012 : [    9] Karlam: -> aedit   317: builder Wicia_f
Wed Jan 11 20:25:00 2012 : [    9] Karlam: -> aedit   319: builder Wicia
Wed Jan 11 20:25:03 2012 : [    9] Karlam: -> aedit   319: builder Wicia_f
Wed Jan 11 20:25:46 2012 : [    9] Karlam: -> aedit   320: builder Althlar
Wed Jan 11 20:25:52 2012 : [    9] Karlam: -> aedit   320: builder Althlar
Wed Jan 11 20:25:59 2012 : [    9] Karlam: -> aedit   320: builder Athlar
Wed Jan 11 20:27:00 2012 : [    9] Karlam: -> aedit   320: builder Athlar_f Sprawdz
Wed Jan 11 20:27:10 2012 : [    9] Karlam: -> aedit   320: builder Sprawdz
Wed Jan 11 20:28:13 2012 : [    9] Karlam: -> aedit   322: name + Kryjówka piratów (kontynuacja)
Wed Jan 11 20:28:26 2012 : [    9] Karlam: -> aedit   322: builder Arkhir
Wed Jan 11 20:28:31 2012 : [    9] Karlam: -> aedit   322: builder New
Wed Jan 11 20:28:35 2012 : [    9] Karlam: -> aedit   322: builder Pixel
Wed Jan 11 20:28:38 2012 : [    9] Karlam: -> aedit   322: builder Pixel_f
Wed Jan 11 20:28:42 2012 : [    9] Karlam: -> aedit   322: builder Arkhir_f
Wed Jan 11 20:29:04 2012 : [    9] Karlam: -> aedit   322: builder Sprawdz
Wed Jan 11 20:29:28 2012 : [    9] Karlam: -> aedit   323: builder Raszer
Wed Jan 11 20:29:32 2012 : [    9] Karlam: -> aedit   323: builder Raszer_f
Wed Jan 11 20:30:26 2012 : [    9] Karlam: -> aedit   327: builder Seinar
Wed Jan 11 20:30:32 2012 : [    9] Karlam: -> aedit   327: builder Athlar
Wed Jan 11 20:30:35 2012 : [    9] Karlam: -> aedit   327: builder Athlar_f
Wed Jan 11 20:30:38 2012 : [    9] Karlam: -> aedit   327: builder Seinar_f
Wed Jan 11 20:30:45 2012 : [    9] Karlam: -> aedit   327: builder Sprawdz
Wed Jan 11 20:30:53 2012 : [    9] Karlam: -> aedit   327: builder Sprawdz
Wed Jan 11 20:31:07 2012 : [    9] Karlam: -> aedit   328: build brohacz
Wed Jan 11 20:31:12 2012 : [    9] Karlam: -> aedit   328: build Brohacz_f
Wed Jan 11 20:31:29 2012 : [    9] Karlam: -> aedit   329: build brohacz
Wed Jan 11 20:31:32 2012 : [    9] Karlam: -> aedit   329: build Brohacz_f
Wed Jan 11 20:31:58 2012 : [    9] Karlam: -> aedit   333: build Krivin
Wed Jan 11 20:32:01 2012 : [    9] Karlam: -> aedit   333: build Krivin_f
Wed Jan 11 20:32:45 2012 : [    9] Karlam: -> aedit   339: build Deggial
Wed Jan 11 20:32:48 2012 : [    9] Karlam: -> aedit   339: build Deggial_f
Wed Jan 11 20:32:54 2012 : [    9] Karlam: -> aedit   339: build Krivin
Wed Jan 11 20:32:56 2012 : [    9] Karlam: -> aedit   339: build Krivin_f
Wed Jan 11 20:35:24 2012 : [    9] Karlam: -> aedit   361: build Gorst
Wed Jan 11 20:35:26 2012 : [    9] Karlam: -> aedit   361: build Gorst_f
Wed Jan 11 20:35:30 2012 : [    9] Karlam: -> aedit   361: build Tanon
Wed Jan 11 20:35:33 2012 : [    9] Karlam: -> aedit   361: build Tano_f
Wed Jan 11 20:35:38 2012 : [    9] Karlam: -> aedit   361: build Geril
Wed Jan 11 20:35:43 2012 : [    9] Karlam: -> aedit   361: build Geril_f
Wed Jan 11 20:35:51 2012 : [    9] Karlam: -> aedit   361: build Sprawdz
Wed Jan 11 20:36:25 2012 : [    9] Karlam: -> aedit   369: build Gorst
Wed Jan 11 20:36:27 2012 : [    9] Karlam: -> aedit   369: build Gorst_f
Wed Jan 11 20:37:43 2012 : [    9] Karlam: -> aedit   377: build Raszer
Wed Jan 11 20:37:47 2012 : [    9] Karlam: -> aedit   377: build Raszer_f
Wed Jan 11 20:37:55 2012 : [    9] Karlam: -> aedit   377: build Krivin
Wed Jan 11 20:37:57 2012 : [    9] Karlam: -> aedit   377: build Krivin_f
Wed Jan 11 20:38:03 2012 : [    9] Karlam: -> aedit   377: build Sprawdz
Wed Jan 11 20:38:34 2012 : [    9] Karlam: -> aedit   382: build Raszer
Wed Jan 11 20:38:36 2012 : [    9] Karlam: -> aedit   382: build Raszer_f
Wed Jan 11 20:40:38 2012 : [    9] Karlam: -> aedit   395: build Wicia
Wed Jan 11 20:40:41 2012 : [    9] Karlam: -> aedit   395: build Wicia_f
Wed Jan 11 20:41:02 2012 : [    9] Karlam: -> aedit   399: build Redian
Wed Jan 11 20:41:03 2012 : [    9] Karlam: -> aedit   399: build Redian_f
Wed Jan 11 20:49:39 2012 : [    9] Karlam: -> aedit   489: build Sewq
Wed Jan 11 20:49:42 2012 : [    9] Karlam: -> aedit   489: build Sewq_f
Wed Jan 11 20:49:46 2012 : [    9] Karlam: -> aedit   489: build Rewan
Wed Jan 11 20:49:48 2012 : [    9] Karlam: -> aedit   489: build Rewan_f
Wed Jan 11 20:49:53 2012 : [    9] Karlam: -> aedit   489: build Merus
Wed Jan 11 20:49:56 2012 : [    9] Karlam: -> aedit   489: build Merus_f
Wed Jan 11 20:50:06 2012 : [    9] Karlam: -> aedit   489: name + Eksperymenty Keleborna
Wed Jan 11 20:52:23 2012 : [10900] Karlam: -> medit 10912: name Pomniejszy ¿ywio³ak lodu
Wed Jan 11 20:52:39 2012 : [10900] Karlam: -> redit 10900: desc
Wed Jan 11 20:53:55 2012 : [10900] Karlam: -> medit 10912: clone 10907
Wed Jan 11 20:54:20 2012 : [10900] Karlam: -> medit 10912: name ¿ywio³ak ¿ywio³ pomniejszy lodu
Wed Jan 11 20:57:22 2012 : [10900] Karlam: -> medit 10912: act thie
Wed Jan 11 20:58:30 2012 : [10900] Karlam: -> medit 10912: act warrior
Wed Jan 11 20:59:40 2012 : [10900] Karlam: -> medit 10912: act thi
Wed Jan 11 20:59:42 2012 : [10900] Karlam: -> medit 10912: act war
Wed Jan 11 20:59:56 2012 : [10900] Karlam: -> medit 10912: aff ice
Wed Jan 11 21:00:55 2012 : [10900] Karlam: -> medit 10912: aff water_breath
Wed Jan 11 21:01:57 2012 : [10900] Karlam: -> medit 10912: aff shield
Wed Jan 11 21:02:18 2012 : [10900] Karlam: -> medit 10912: aff icesh
Wed Jan 11 21:02:27 2012 : [10900] Karlam: -> medit 10912: aff shield
Wed Jan 11 21:02:42 2012 : [10900] Karlam: -> medit 10912: act warr
Wed Jan 11 21:02:44 2012 : [10900] Karlam: -> medit 10912: act thie
Wed Jan 11 21:02:52 2012 : [10900] Karlam: -> medit 10912: off bash
Wed Jan 11 21:02:59 2012 : [10900] Karlam: -> medit 10912: off dodge
Wed Jan 11 21:03:03 2012 : [10900] Karlam: -> medit 10912: off trip
Wed Jan 11 21:03:41 2012 : [10900] Karlam: -> medit 10912: shor pomniejszy ¿ywio³ak lodu
Wed Jan 11 21:04:59 2012 : [10900] Karlam: -> medit 10912: long Duch przyzwany z planu wiecznego lodu, ¿ywio³ak lodu, s³u¿y swemu panu.
Wed Jan 11 21:05:10 2012 : [10900] Karlam: -> medit 10912: desc
Wed Jan 11 21:07:13 2012 : [39398] Urraka: -> redit 39398: desc
Wed Jan 11 21:07:36 2012 : [39397] Urraka: -> redit 39397: desc
Wed Jan 11 21:08:36 2012 : [39396] Urraka: -> redit 39396: desc
Wed Jan 11 21:09:08 2012 : [39395] Urraka: -> redit 39395: desc
Wed Jan 11 21:11:46 2012 : [39394] Urraka: -> redit 39394: desc
Wed Jan 11 21:12:45 2012 : [39393] Urraka: -> redit 39393: name Zakrêt w lêgowisku
Wed Jan 11 21:12:47 2012 : [39393] Urraka: -> redit 39393: desc
Wed Jan 11 21:13:45 2012 : [39384] Urraka: -> redit 39384: desc
Wed Jan 11 21:14:21 2012 : [10900] Karlam: -> medit 10912: odm dop ¿ywio³aka lodu
Wed Jan 11 21:14:27 2012 : [39381] Urraka: -> redit 39381: desc
Wed Jan 11 21:14:29 2012 : [10900] Karlam: -> medit 10912: odm cel ¿ywio³akowi lodu
Wed Jan 11 21:14:40 2012 : [10900] Karlam: -> medit 10912: odm bier ¿ywio³aka lodu
Wed Jan 11 21:14:55 2012 : [10900] Karlam: -> medit 10912: odm narz ¿ywio³akiem lodu
Wed Jan 11 21:15:06 2012 : [10900] Karlam: -> medit 10912: odm miej ¿ywio³aku lodu
Wed Jan 11 21:15:25 2012 : [39376] Urraka: -> redit 39376: name Zakrêt w lêgowisku
Wed Jan 11 21:15:27 2012 : [39376] Urraka: -> redit 39376: desc
Wed Jan 11 21:16:12 2012 : [39377] Urraka: -> redit 39377: desc
Wed Jan 11 21:17:31 2012 : [39382] Urraka: -> redit 39382: desc
Wed Jan 11 21:17:40 2012 : [10900] Karlam: -> medit 10907: resist cold 30
Wed Jan 11 21:17:49 2012 : [10900] Karlam: -> medit 10907: resist fire -20
Wed Jan 11 21:17:58 2012 : [39385] Urraka: -> redit 39385: desc
Wed Jan 11 21:18:13 2012 : [10900] Karlam: -> medit 10907: resist fire -10
Wed Jan 11 21:18:39 2012 : [10900] Karlam: -> medit 10907: resist fire -3
Wed Jan 11 21:18:56 2012 : [39386] Urraka: -> redit 39386: desc
Wed Jan 11 21:19:12 2012 : [10900] Karlam: -> medit 10907: resist sla 20
Wed Jan 11 21:19:17 2012 : [10900] Karlam: -> medit 10907: resist bash 20
Wed Jan 11 21:19:28 2012 : [10900] Karlam: -> medit 10907: resist pie 20
Wed Jan 11 21:19:46 2012 : [10900] Karlam: -> medit 10907: resist pie 10
Wed Jan 11 21:19:56 2012 : [10900] Karlam: -> medit 10907: resist bash 10
Wed Jan 11 21:20:00 2012 : [10900] Karlam: -> medit 10907: resist bash 10
Wed Jan 11 21:20:09 2012 : [10900] Karlam: -> medit 10907: resist pie 10
Wed Jan 11 21:20:13 2012 : [10900] Karlam: -> medit 10907: resist sla 10
Wed Jan 11 21:20:17 2012 : [39383] Urraka: -> redit 39383: desc
Wed Jan 11 21:20:38 2012 : [10900] Karlam: -> medit 10907: aff ice
Wed Jan 11 21:20:55 2012 : [39378] Urraka: -> redit 39378: desc
Wed Jan 11 21:21:03 2012 : [10900] Karlam: -> medit 10907: aff waterwalk
Wed Jan 11 21:21:13 2012 : [10900] Karlam: -> medit 10907: aff shield
Wed Jan 11 21:23:31 2012 : [39379] Urraka: -> redit 39379: desc
Wed Jan 11 21:24:06 2012 : [39380] Urraka: -> redit 39380: desc
Wed Jan 11 21:24:33 2012 : [10900] Karlam: -> medit 10906: off onehalf_attack
Wed Jan 11 21:24:40 2012 : [10900] Karlam: -> medit 10906: off two_attack
Wed Jan 11 21:25:20 2012 : [39388] Urraka: -> redit 39388: desc
Wed Jan 11 21:25:52 2012 : [10900] Karlam: -> medit 10906: damf shoc
Wed Jan 11 21:26:09 2012 : [39389] Urraka: -> redit 39389: desc
Wed Jan 11 21:27:02 2012 : [39390] Urraka: -> redit 39390: desc
Wed Jan 11 21:27:06 2012 : [10900] Karlam: -> medit 10906: damdice 4 3 0
Wed Jan 11 21:28:34 2012 : [10900] Karlam: -> medit 10906: resist sla 15
Wed Jan 11 21:28:38 2012 : [10900] Karlam: -> medit 10906: resist bas 15
Wed Jan 11 21:28:46 2012 : [10900] Karlam: -> medit 10906: resist pie 15
Wed Jan 11 21:29:16 2012 : [10900] Karlam: -> medit 10906: resist elec 50
Wed Jan 11 21:30:22 2012 : [39392] Urraka: -> redit 39392: desc
Wed Jan 11 21:31:11 2012 : [10900] Karlam: -> medit 10906: resist fire 10
Wed Jan 11 21:31:17 2012 : [10900] Karlam: -> medit 10906: resist cold -3
Wed Jan 11 21:32:05 2012 : [10900] Karlam: -> medit 10906: resist cold -1
Wed Jan 11 21:32:09 2012 : [10900] Karlam: -> medit 10906: resist fire -1
Wed Jan 11 21:32:34 2012 : [10900] Karlam: -> medit 10906: resist elec 75
Wed Jan 11 21:34:22 2012 : [10900] Karlam: -> medit 10908: off bash
Wed Jan 11 21:34:32 2012 : [10900] Karlam: -> medit 10908: aff stability
Wed Jan 11 21:35:24 2012 : [10900] Karlam: -> medit 10908: resist ele -2
Wed Jan 11 21:35:31 2012 : [10900] Karlam: -> medit 10908: resist fire 10
Wed Jan 11 21:35:35 2012 : [10900] Karlam: -> medit 10908: resist fire 20
Wed Jan 11 21:35:39 2012 : [10900] Karlam: -> medit 10908: resist cold 20
Wed Jan 11 21:35:43 2012 : [10900] Karlam: -> medit 10908: resist acid 50
Wed Jan 11 21:36:08 2012 : [39388] Urraka: -> redit 39388: desc
Wed Jan 11 21:37:09 2012 : [39391] Urraka: -> redit 39391: desc
Wed Jan 11 21:38:16 2012 : [10900] Karlam: -> medit 10908: aff armor
Wed Jan 11 21:38:25 2012 : [10900] Karlam: -> medit 10908: aff shield
Wed Jan 11 21:38:54 2012 : [39375] Urraka: -> redit 39375: desc
Wed Jan 11 21:39:04 2012 : [10900] Karlam: -> medit 10912: damf frost
Wed Jan 11 21:39:28 2012 : [39370] Urraka: -> redit 39370: desc
Wed Jan 11 21:40:01 2012 : [10900] Karlam: -> medit 10912: off onehalf
Wed Jan 11 21:40:06 2012 : [39371] Urraka: -> redit 39371: desc
Wed Jan 11 21:40:17 2012 : [10900] Karlam: -> medit 10912: resist bash 20
Wed Jan 11 21:40:51 2012 : [39369] Urraka: -> redit 39369: desc
Wed Jan 11 21:40:51 2012 : [10900] Karlam: -> medit 10912: resist slash 5
Wed Jan 11 21:41:19 2012 : [10900] Karlam: -> medit 10912: resist pier -3
Wed Jan 11 21:41:22 2012 : [10900] Karlam: -> medit 10912: resist slash -1
Wed Jan 11 21:41:50 2012 : [39368] Urraka: -> redit 39368: desc
Wed Jan 11 21:42:04 2012 : [10900] Karlam: -> medit 10912: resist pier -4
Wed Jan 11 21:42:27 2012 : [10900] Karlam: -> medit 10912: resist fire -5
Wed Jan 11 21:42:37 2012 : [10900] Karlam: -> medit 10912: resist cold 75
Wed Jan 11 21:42:54 2012 : [10900] Karlam: -> medit 10912: resist elec 20
Wed Jan 11 21:43:05 2012 : [39367] Urraka: -> redit 39367: desc
Wed Jan 11 21:43:06 2012 : [10900] Karlam: -> medit 10912: resist ment 100
Wed Jan 11 21:43:24 2012 : [10900] Karlam: -> medit 10912: resist pois 100
Wed Jan 11 21:43:35 2012 : [39372] Urraka: -> redit 39372: desc
Wed Jan 11 21:44:34 2012 : [39372] Urraka: -> redit 39372: name Zakrêt w lêgowisku
Wed Jan 11 21:44:46 2012 : [39373] Urraka: -> redit 39373: desc
Wed Jan 11 21:45:22 2012 : [39374] Urraka: -> redit 39374: desc
Wed Jan 11 21:45:38 2012 : [10900] Karlam: -> medit 10907: resist fire -5
Wed Jan 11 21:46:24 2012 : [10900] Karlam: -> medit 10909: resist sla 10
Wed Jan 11 21:46:31 2012 : [10900] Karlam: -> medit 10909: resist bas 10
Wed Jan 11 21:46:34 2012 : [10900] Karlam: -> medit 10909: resist pie 10
Wed Jan 11 21:46:43 2012 : [10900] Karlam: -> medit 10909: resist cold -5
Wed Jan 11 21:46:45 2012 : [39375] Urraka: -> redit 39375: desc
Wed Jan 11 21:47:27 2012 : [39370] Urraka: -> redit 39370: desc
Wed Jan 11 21:47:56 2012 : [39366] Urraka: -> redit 39366: desc
Wed Jan 11 21:48:08 2012 : [10900] Karlam: -> medit 10909: resist cold -10
Wed Jan 11 21:48:31 2012 : [39362] Urraka: -> redit 39362: desc
Wed Jan 11 21:48:36 2012 : [10900] Karlam: -> medit 10909: damf flami
Wed Jan 11 21:48:53 2012 : [39359] Urraka: -> redit 39359: desc
Wed Jan 11 21:49:25 2012 : [39358] Urraka: -> redit 39358: desc
Wed Jan 11 21:49:37 2012 : [10900] Karlam: -> medit 10909: damd 5 5 0
Wed Jan 11 21:49:54 2012 : [10900] Karlam: -> medit 10909: damd 5 4 0
Wed Jan 11 21:50:00 2012 : [10900] Karlam: -> medit 10909: damd 6 4 0
Wed Jan 11 21:52:10 2012 : [10900] Karlam: -> medit 10908: damfla shar
Wed Jan 11 21:53:33 2012 : [10900] Karlam: -> aedit   383: secu 9
Wed Jan 11 21:54:20 2012 : [10900] Karlam: -> redit 10900: desc
Wed Jan 11 21:56:24 2012 : [39357] Urraka: -> redit 39357: desc
Wed Jan 11 21:57:04 2012 : [39355] Urraka: -> redit 39355: desc
Wed Jan 11 21:58:12 2012 : [39356] Urraka: -> redit 39356: desc
Wed Jan 11 21:58:41 2012 : [39354] Urraka: -> redit 39354: desc
Wed Jan 11 22:02:52 2012 : [39353] Urraka: -> redit 39353: desc
Wed Jan 11 22:03:09 2012 : [39352] Urraka: -> redit 39352: desc
Wed Jan 11 22:03:30 2012 : [39351] Urraka: -> redit 39351: desc
Wed Jan 11 22:03:53 2012 : [39350] Urraka: -> redit 39350: desc
